Time	Node	Interface	Type	Packets	Kilobytes	PacketsRaw	KilobytesRaw
2.5	Rtr3	combined	Drop	0	0	0	0
2.5	Rtr4	combined	Drop	0	0	0	0
2.5	Rtr5	combined	Drop	7	8	2	2.08984
2.5	Rtr6	combined	Drop	0	0	0	0
2.5	Rtr7	combined	Drop	133	139	77	80.458
2.5	Rtr8	combined	Drop	4138	4324	2043	2134.74
2.5	Rtr9	combined	Drop	5741	5998	2980	3113.81
2.5	Rtr10	combined	Drop	0	0	0	0
2.5	Rtr11	combined	Drop	0	0	0	0
2.5	Rtr12	combined	Drop	335	350	181	189.125
2.5	Rtr13	combined	Drop	0	0	0	0
2.5	Rtr14	combined	Drop	82	85	45	47.0176
2.5	Rtr15	combined	Drop	0	0	0	0
2.5	Rtr16	combined	Drop	0	0	0	0
2.5	Rtr17	combined	Drop	0	0	0	0
2.5	Rtr18	combined	Drop	670	700	376	392.883
2.5	Rtr19	combined	Drop	0	0	0	0
2.5	Src1	combined	Drop	0	0	0	0
2.5	Src2	combined	Drop	56	58	35	36.5703
2.5	Src3	combined	Drop	0	0	0	0
2.5	Src4	combined	Drop	0	0	0	0
2.5	Src5	combined	Drop	122	127	61	63.7393
2.5	Dst1	combined	Drop	31554	32971	16378	17113.3
2.5	Dst2	combined	Drop	7643	7986	4018	4198.43
2.5	Dst3	combined	Drop	21995	22982	10624	11101
3	Rtr1	combined	Drop	0	0	0	0
3	Rtr2	combined	Drop	0	0	0	0
3	Rtr3	combined	Drop	0	0	0	0
3	Rtr4	combined	Drop	0	0	0	0
3	Rtr5	combined	Drop	3	3	1	1.04492
3	Rtr6	combined	Drop	0	0	0	0
3	Rtr7	combined	Drop	101	106	47	49.1104
3	Rtr8	combined	Drop	5240	5475	2758	2881.87
3	Rtr9	combined	Drop	5586	5837	2774	2898.58
3	Rtr10	combined	Drop	0	0	0	0
3	Rtr11	combined	Drop	0	0	0	0
3	Rtr12	combined	Drop	339	354	170	177.629
3	Rtr13	combined	Drop	0	0	0	0
3	Rtr14	combined	Drop	266	277	156	163.006
3	Rtr15	combined	Drop	0	0	0	0
3	Rtr16	combined	Drop	0	0	0	0
3	Rtr17	combined	Drop	0	0	0	0
3	Rtr18	combined	Drop	479	501	216	225.698
3	Rtr19	combined	Drop	0	0	0	0
3	Src1	combined	Drop	0	0	0	0
3	Src2	combined	Drop	46	48	22	22.9883
3	Src3	combined	Drop	0	0	0	0
3	Src4	combined	Drop	0	0	0	0
3	Src5	combined	Drop	144	150	75	78.3691
3	Dst1	combined	Drop	26030	27199	12325	12878.4
3	Dst2	combined	Drop	8771	9165	4527	4730.33
3	Dst3	combined	Drop	25467	26611	13168	13759.3
3.5	Rtr1	combined	Drop	0	0	0	0
3.5	Rtr2	combined	Drop	0	0	0	0
3.5	Rtr3	combined	Drop	0	0	0	0
3.5	Rtr4	combined	Drop	0	0	0	0
3.5	Rtr5	combined	Drop	0	0	0	0
3.5	Rtr6	combined	Drop	0	0	0	0
3.5	Rtr7	combined	Drop	45	47	16	16.7178
3.5	Rtr8	combined	Drop	5510	5757	2789	2914.25
3.5	Rtr9	combined	Drop	6974	7288	3661	3825.38
3.5	Rtr10	combined	Drop	0	0	0	0
3.5	Rtr11	combined	Drop	0	0	0	0
3.5	Rtr12	combined	Drop	591	617	327	341.688
3.5	Rtr13	combined	Drop	0	0	0	0
3.5	Rtr14	combined	Drop	85	88	20	20.8975
3.5	Rtr15	combined	Drop	0	0	0	0
3.5	Rtr16	combined	Drop	0	0	0	0
3.5	Rtr17	combined	Drop	0	0	0	0
3.5	Rtr18	combined	Drop	331	345	147	153.603
3.5	Rtr19	combined	Drop	0	0	0	0
3.5	Src1	combined	Drop	0	0	0	0
3.5	Src2	combined	Drop	70	73	38	39.707
3.5	Src3	combined	Drop	0	0	0	0
3.5	Src4	combined	Drop	0	0	0	0
3.5	Src5	combined	Drop	105	110	48	50.1562
3.5	Dst1	combined	Drop	29628	30958	15264	15949.4
3.5	Dst2	combined	Drop	9893	10337	5087	5315.47
3.5	Dst3	combined	Drop	24714	25824	12263	12813.7
4	Rtr1	combined	Drop	0	0	0	0
4	Rtr2	combined	Drop	0	0	0	0
4	Rtr3	combined	Drop	0	0	0	0
4	Rtr4	combined	Drop	0	0	0	0
4	Rtr5	combined	Drop	0	0	0	0
4	Rtr6	combined	Drop	0	0	0	0
4	Rtr7	combined	Drop	8	9	0	0
4	Rtr8	combined	Drop	6007	6277	3066	3203.71
4	Rtr9	combined	Drop	7519	7857	3828	3999.9
4	Rtr10	combined	Drop	0	0	0	0
4	Rtr11	combined	Drop	0	0	0	0
4	Rtr12	combined	Drop	495	517	236	246.602
4	Rtr13	combined	Drop	0	0	0	0
4	Rtr14	combined	Drop	113	117	60	62.6953
4	Rtr15	combined	Drop	0	0	0	0
4	Rtr16	combined	Drop	0	0	0	0
4	Rtr17	combined	Drop	0	0	0	0
4	Rtr18	combined	Drop	319	333	158	165.096
4	Rtr19	combined	Drop	0	0	0	0
4	Src1	combined	Drop	0	0	0	0
4	Src2	combined	Drop	26	27	8	8.35938
4	Src3	combined	Drop	0	0	0	0
4	Src4	combined	Drop	0	0	0	0
4	Src5	combined	Drop	238	249	136	142.109
4	Dst1	combined	Drop	27917	29171	13745	14362.3
4	Dst2	combined	Drop	12065	12606	6304	6587.15
4	Dst3	combined	Drop	21986	22973	10652	11130.4
4.5	Rtr1	combined	Drop	0	0	0	0
4.5	Rtr2	combined	Drop	0	0	0	0
4.5	Rtr3	combined	Drop	0	0	0	0
4.5	Rtr4	combined	Drop	0	0	0	0
4.5	Rtr5	combined	Drop	0	0	0	0
4.5	Rtr6	combined	Drop	0	0	0	0
4.5	Rtr7	combined	Drop	1	1	0	0
4.5	Rtr8	combined	Drop	5575	5826	2734	2856.8
4.5	Rtr9	combined	Drop	7819	8170	3947	4124.27
4.5	Rtr10	combined	Drop	0	0	0	0
4.5	Rtr11	combined	Drop	0	0	0	0
4.5	Rtr12	combined	Drop	366	382	167	174.501
4.5	Rtr13	combined	Drop	0	0	0	0
4.5	Rtr14	combined	Drop	105	110	52	54.3359
4.5	Rtr15	combined	Drop	11	11	7	7.3125
