Time	Node	Interface	Type	Packets	Kilobytes	PacketsRaw	KilobytesRaw
3	Rtr2	combined	Drop	0	0	0	0
3	Rtr3	combined	Drop	0	0	0	0
3	Rtr4	combined	Drop	0	0	0	0
3	Rtr5	combined	Drop	10	1	11	1.48242
3	Rtr6	combined	Drop	0	0	0	0
3	Rtr7	combined	Drop	15	1	14	1.88672
3	Rtr8	combined	Drop	1523	205	1677	226.002
3	Rtr9	combined	Drop	0	0	0	0
3	Rtr10	combined	Drop	0	0	0	0
3	Rtr11	combined	Drop	0	0	0	0
3	Rtr12	combined	Drop	257	34	277	37.3301
3	Rtr13	combined	Drop	0	0	1	0.134766
3	Rtr14	combined	Drop	40	5	50	6.73828
3	Rtr15	combined	Drop	0	0	0	0
3	Rtr16	combined	Drop	0	0	0	0
3	Rtr17	combined	Drop	0	0	0	0
3	Rtr18	combined	Drop	0	0	0	0
3	Rtr19	combined	Drop	0	0	0	0
3	Src1	combined	Drop	0	0	0	0
3	Src2	combined	Drop	0	0	0	0
3	Src3	combined	Drop	0	0	0	0
3	Src4	combined	Drop	0	0	0	0
3	Src5	combined	Drop	0	0	0	0
3	Dst1	combined	Drop	6771	912	6816	918.562
3	Dst2	combined	Drop	0	0	0	0
3	Dst3	combined	Drop	5368	723	5125	690.674
4	Rtr1	combined	Drop	0	0	0	0
4	Rtr2	combined	Drop	132	17	166	22.3711
4	Rtr3	combined	Drop	0	0	0	0
4	Rtr4	combined	Drop	576	77	721	97.166
4	Rtr5	combined	Drop	4	0	3	0.404297
4	Rtr6	combined	Drop	1130	152	1413	190.424
4	Rtr7	combined	Drop	9	1	8	1.07812
4	Rtr8	combined	Drop	4681	630	5471	737.303
4	Rtr9	combined	Drop	0	0	0	0
4	Rtr10	combined	Drop	0	0	0	0
4	Rtr11	combined	Drop	0	0	0	0
4	Rtr12	combined	Drop	289	38	298	40.0605
4	Rtr13	combined	Drop	116	15	145	19.541
4	Rtr14	combined	Drop	766	103	948	127.758
4	Rtr15	combined	Drop	0	0	0	0
4	Rtr16	combined	Drop	0	0	0	0
4	Rtr17	combined	Drop	0	0	0	0
4	Rtr18	combined	Drop	0	0	0	0
4	Rtr19	combined	Drop	0	0	0	0
4	Src1	combined	Drop	0	0	0	0
4	Src2	combined	Drop	0	0	0	0
4	Src3	combined	Drop	0	0	0	0
4	Src4	combined	Drop	0	0	0	0
4	Src5	combined	Drop	0	0	0	0
4	Dst1	combined	Drop	5601	754	5309	715.471
4	Dst2	combined	Drop	0	0	0	0
4	Dst3	combined	Drop	9423	1269	10437	1406.55
5	Rtr1	combined	Drop	0	0	0	0
5	Rtr2	combined	Drop	154	20	160	21.5625
5	Rtr3	combined	Drop	0	0	0	0
5	Rtr4	combined	Drop	151	20	45	6.06445
5	Rtr5	combined	Drop	0	0	0	0
5	Rtr6	combined	Drop	225	30	0	0
5	Rtr7	combined	Drop	71	9	87	11.7246
5	Rtr8	combined	Drop	6657	896	7151	963.709
5	Rtr9	combined	Drop	0	0	0	0
5	Rtr10	combined	Drop	0	0	0	0
5	Rtr11	combined	Drop	0	0	0	0
5	Rtr12	combined	Drop	154	20	121	16.3066
5	Rtr13	combined	Drop	66	8	54	7.27734
5	Rtr14	combined	Drop	358	48	256	34.5
5	Rtr15	combined	Drop	0	0	0	0
5	Rtr16	combined	Drop	3	0	4	0.539062
5	Rtr17	combined	Drop	0	0	0	0
5	Rtr18	combined	Drop	0	0	0	0
5	Rtr19	combined	Drop	0	0	0	0
5	Src1	combined	Drop	0	0	0	0
5	Src2	combined	Drop	0	0	0	0
5	Src3	combined	Drop	0	0	0	0
5	Src4	combined	Drop	0	0	0	0
5	Src5	combined	Drop	0	0	0	0
5	Dst1	combined	Drop	2359	317	1549	208.752
5	Dst2	combined	Drop	0	0	0	0
5	Dst3	combined	Drop	16111	2171	17783	2396.54
6	Rtr1	combined	Drop	0	0	0	0
6	Rtr2	combined	Drop	30	3	0	0
6	Rtr3	combined	Drop	0	0	0	0
6	Rtr4	combined	Drop	38	5	11	1.48242
6	Rtr5	combined	Drop	0	0	0	0
6	Rtr6	combined	Drop	67	9	28	3.77344
6	Rtr7	combined	Drop	53	7	49	6.60352
6	Rtr8	combined	Drop	7378	994	7559	1018.69
6	Rtr9	combined	Drop	0	0	0	0
6	Rtr10	combined	Drop	0	0	0	0
6	Rtr11	combined	Drop	0	0	0	0
6	Rtr12	combined	Drop	576	77	682	91.9102
6	Rtr13	combined	Drop	487	65	593	79.916
6	Rtr14	combined	Drop	76	10	6	0.808594
6	Rtr15	combined	Drop	0	0	0	0
6	Rtr16	combined	Drop	0	0	0	0
6	Rtr17	combined	Drop	0	0	0	0
6	Rtr18	combined	Drop	0	0	0	0
6	Rtr19	combined	Drop	0	0	0	0
6	Src1	combined	Drop	0	0	0	0
6	Src2	combined	Drop	0	0	0	0
6	Src3	combined	Drop	0	0	0	0
6	Src4	combined	Drop	0	0	0	0
6	Src5	combined	Drop	0	0	0	0
6	Dst1	combined	Drop	1848	248	1721	231.932
6	Dst2	combined	Drop	0	0	0	0
6	Dst3	combined	Drop	15387	2073	15206	2049.25
7	Rtr1	combined	Drop	0	0	0	0
7	Rtr2	combined	Drop	15	1	12	1.61719
7	Rtr3	combined	Drop	0	0	0	0
7	Rtr4	combined	Drop	130	17	153	20.6191
7	Rtr5	combined	Drop	6	0	8	1.07812
7	Rtr6	combined	Drop	13	1	0	0
7	Rtr7	combined	Drop	100	13	112	15.0938
7	Rtr8	combined	Drop	7291	982	7270	979.746
7	Rtr9	combined	Drop	0	0	0	0
7	Rtr10	combined	Drop	0	0	0	0
7	Rtr11	combined	Drop	0	0	0	0
7	Rtr12	combined	Drop	518	69	504	67.9219
7	Rtr13	combined	Drop	536	72	549	73.9863
7	Rtr14	combined	Drop	15	1	0	0
7	Rtr15	combined	Drop	0	0	0	0
7	Rtr16	combined	Drop	0	0	0	0
7	Rtr17	combined	Drop	0	0	0	0
7	Rtr18	combined	Drop	0	0	0	0
7	Rtr19	combined	Drop	0	0	0	0
7	Src1	combined	Drop	0	0	0	0
7	Src2	combined	Drop	0	0	0	0
7	Src3	combined	Drop	0	0	0	0
7	Src4	combined	Drop	0	0	0	0
7	Src5	combined	Drop	0	0	0	0
7	Dst1	combined	Drop	1828	246	1823	245.678
7	Dst2	combined	Drop	0	0	0	0
7	Dst3	combined	Drop	14756	1988	14599	1967.44
8	Rtr1	combined	Drop	0	0	0	0
8	Rtr2	combined	Drop	2	0	0	0
8	Rtr3	combined	Drop	0	0	0	0
8	Rtr4	combined	Drop	41	5	20	2.69531
8	Rtr5	combined	Drop	1	0	0	0
8	Rtr6	combined	Drop	2	0	0	0
8	Rtr7	combined	Drop	99	13	99	13.3418
8	Rtr8	combined	Drop	7406	997	7435	1001.98
8	Rtr9	combined	Drop	0	0	0	0
8	Rtr10	combined	Drop	0	0	0	0
8	Rtr11	combined	Drop	0	0	0	0
8	Rtr12	combined	Drop	616	82	641	86.3848
8	Rtr13	combined	Drop	962	129	1069	144.064
8	Rtr14	combined	Drop	9	1	8	1.07812
8	Rtr15	combined	Drop	0	0	0	0
8	Rtr16	combined	Drop	4	0	5	0.673828
8	Rtr17	combined	Drop	0	0	0	0
8	Rtr18	combined	Drop	0	0	0	0
8	Rtr19	combined	Drop	0	0	0	0
8	Src1	combined	Drop	0	0	0	0
8	Src2	combined	Drop	0	0	0	0
8	Src3	combined	Drop	0	0	0	0
8	Src4	combined	Drop	0	0	0	0
8	Src5	combined	Drop	0	0	0	0
8	Dst1	combined	Drop	2992	403	3284	442.57
8	Dst2	combined	Drop	0	0	0	0
8	Dst3	combined	Drop	15395	2074	15555	2096.55
9	Rtr1	combined	Drop	0	0	0	0
9	Rtr2	combined	Drop	0	0	0	0
9	Rtr3	combined	Drop	0	0	0	0
9	Rtr4	combined	Drop	9	1	2	0.269531
9	Rtr5	combined	Drop	0	0	0	0
9	Rtr6	combined	Drop	2	0	3	0.404297
9	Rtr7	combined	Drop	745	101	907	123.867
9	Rtr8	combined	Drop	7888	1063	8009	1080.61
9	Rtr9	combined	Drop	0	0	0	0
9	Rtr10	combined	Drop	0	0	0	0
9	Rtr11	combined	Drop	0	0	0	0
9	Rtr12	combined	Drop	600	80	596	80.3242
9	Rtr13	combined	Drop	774	104	727	98.0176
9	Rtr14	combined	Drop	21	2	24	3.23438
9	Rtr15	combined	Drop	0	0	0	0
9	Rtr16	combined	Drop	0	0	0	0
9	Rtr17	combined	Drop	0	0	0	0
9	Rtr18	combined	Drop	0	0	0	0
9	Rtr19	combined	Drop	0	0	0	0
9	Src1	combined	Drop	0	0	0	0
9	Src2	combined	Drop	0	0	0	0
9	Src3	combined	Drop	0	0	0	0
9	Src4	combined	Drop	0	0	0	0
9	Src5	combined	Drop	0	0	0	0
9	Dst1	combined	Drop	4531	616	4916	669.568
9	Dst2	combined	Drop	0	0	0	0
9	Dst3	combined	Drop	16091	2170	16265	2195.13
